Chicken	Duck
UHRF2	UHRF2
LOC107050717	CALU
SH3BP5L	SH3BP5L
SUPT16H	SUPT16H
PIP4P1	LOC140000028
LOC112531347	LOC139999874
MAZ	LOC139999887
TLCD3B	TLCD3B
WRAP53	WRAP53
WDR73	WDR73
P4HA3	P4HA3
SBF1	SBF1
LOC107052576	FAM237B
MRPL55	MRPL55
TBRG4	TBRG4
LOC107050437	EPPK1
LOC121112980	CPSF1
TXNL4A	TXNL4A
NELL3	LOC106018497
CEP76	CEP76
OPN5	LOC101803749
TRAPPC3L	TRAPPC3L
SULT6B1	SULT6B1
LINC00954	LOC101802027
LOC101748329	LOC101798663
C1orf100	SPMIP3
LOC428778	LOC101804644
TMEM185B	TMEM185A
DCHS2	DCHS2
LOC101749214	REELD1
CYP2R1	CYP2R1
NUDT8	NUDT8
EFCAB11	EFCAB11
LOC428870	LOC101794396
SLC5A12	SLC5A12
LOC771362	LOC106017840
KCNK18	KCNK18
AS3MT	AS3MT
IQCA1	IQCA1
LOC121111405	PLPP6
METTL13	METTL13
MKNK1	MKNK1
LOC431092	EEF1AKMT4
KIF1A	KIF1A
C3orf33	C9H3orf33
LRRIQ4	LRRIQ4
EHHADH	EHHADH
CHD2	CHD2
TRPM1	TRPM1
UNC13C	UNC13C
LOC415852	LOC113844889
CLDN15	LOC101799421
MUC4	MUC4
GDPGP1	GDPGP1
H1FOO	H1-8
TMEM40	TMEM40
KPNA7	KPNA7
LOC124417211	LOC106019221
LOC101750822	LOC110353943
BTLA	BTLA
FBXL3	FBXL3
MYH1G	LOC101790909
LOC124416959	LOC139999182
PLIN3L	LOC101802175
FBXO42	FBXO42
LOC121106479	LOC101794746
LOC769267	LOC101793937
LOC121112011	FIGLA
LOC426093	LOC101799867
C11orf63	JHY
GPR37L1	GPR37L1
LOC420039	LOC101795107
SAFB	LOC101803767
OCEL1	OCEL1
PLIN3	LOC101792538
KAT8	KAT8
PINLYP	LYPD8
CPLX1	CPLX1
VTCN1L	LOC101802919
PARP12	LOC101802866
SMIM11	SMIM11
CHN2	CHN2
TMUB1	TMUB1
TNFRSF14	LOC140001650
DESI2	DESI2
POU3F2	POU3F2
SMARCA1	LOC101800953
POLR1D	LOC101794354
UTP14A	UTP14A
NUP62	NUP62CL
ESX1	ESX1
FADS1	FADS1
RIN3	RIN3
EXOC3L4	EXOC3L4
PITX3	PITX3
ANAPC16	ANAPC16
ENTPD7	ENTPD7
LOC121111195	LOC113843944
DNAJC10	DNAJC10
CC2D1A	CC2D1B
CACNA2D3	CACNA2D3
CAND2	LOC101796791
BOD1	BOD1
AMZ2	AMZ1
MAFIP	TEKT4
GFER	GFER
NEFH	NEFH
SEBOX	SEBOX
IFT20	IFT20
LOC417741	LOC101793404
BAIAP2L2	BAIAP2L2
B4GALTL	LOC101792630
TOMM70	TOMM70
LOC418414	C1H3orf85
PXDNL	LOC101794631
THEMIS2	THEMIS2
SCN2B	SCN2B
PPM1J	PPM1J
IP6K3	IP6K3
UBE2Z	UBE2Z
CALCOCO2	CALCOCO2
COMP	COMP
PTTG1IP2	LOC101797646
TPMT	TPMT
SERPINB2	LOC101799119
C18orf21	C2H18orf21
C6orf62	C2H6orf62
LOC421125	TMEM68
DNAH14	DNAH14
C2orf70	CIMIP2C
RCAN2	RCAN2
XPNPEP2	XPNPEP2
FDX1B	LOC119717944
GRID2	GRID2
LOC422895	LOC101793524
CCAR1	CCAR1
SLC29A3	SLC29A3
TRUB1	TRUB1
NIF3L1	NIF3L1
HEBP2	HEBP2
DGKG	LOC101805157
PDCD1	PDCD1
CLNS1A	CLNS1A
PRCC	PRCC
POLR2I	POLR2I
CRYM	CRYM
MYO3AL	LOC101800581
C2CD4A	LOC101791306
VWA8	VWA8
LOC107055197	LOC101801622
OR5I1	LOC101801605
LOC428851	LOC101799800
DFNB59	PJVK
KIF3C	KIF3C
KRT80	LOC101797392
AVDL	LOC101797394
CFDP1	CFDP1
KRT5	LOC101799146
IFI6	LOC101794704
KRT13	LOC101792676
KRT6A	LOC101799579
KRT75	LOC101798959
NFKBIA	NFKBIA
FUS	FUS
AvBD5	LOC140002269
AvBD4	LOC140002267
CCKBR	CCKBR
ST8SIA3	ST8SIA3
CYB5A	CYB5A
CYP3A5	LOC101799795
AvBD11	LOC140002270
AvBD13	DEFB125
AvBD8	LOC110354224
HBZ	LOC101800713
HBAD	LOC101800520
HBA1	LOC101792412
RACK1	RACK1
RPL7A	RPL7A
STMN3	STMN3
RNF113B	RNF113A
TUBB2B	LOC101803244
CYP8B1	CYP8B1
RAB11A	RAB11A
CFAP20	CFAP20
NAE1	NAE1
IK	IK
C5orf15	C14H5orf15
CCZ1	CCZ1
NUDT1	NUDT1
UBE2L3	UBE2L3
AACS	AACS
THOC5	THOC5
TRIM39.2	LOC101805457
EDF1	EDF1
SBDS	SBDS
CCT6A	CCT6A
STRAP	STRAP
DERA	DERA
EIF2S3	EIF2S3
MMP7	MMP7
NDUFA9	NDUFA9
CHMP7	CHMP7
ZNF593	ZNF593
METTL2B	METTL2A
MYDGF	MYDGF
FABP5	LOC101793392
SSPO	LOC119715861
ARF1	ARF1
GTPBP4	GTPBP4
RAB18	RAB18
KIAA1143	KIAA1143
PSME4	PSME4
SNX3	SNX3
HMGN2P46	HMGN3
LOC422214	LOC113844723
OSTC	OSTC
ACTR10	ACTR10
UBE2F	UBE2F
DPH2	DPH2
RNF11	RNF11
SELENOT	SELENOT
LAMTOR3	LAMTOR3
DDX19	LOC101805188
OXCT1	OXCT1
DAD1	DAD1
OCM3	LOC101803972
BIRC2	BIRC2
RPSAP58	RPSA
ACTG1	LOC101792739
FABP2	FABP2
ACTR1A	ACTR1A
GCLM	GCLM
TMED5	TMED5
ENSA	ENSA
RPL30	RPL30
COMMD5	COMMD5
DR1	DR1
MRPL51	MRPL51
GBE	LOC101802841
HSPB9	LOC119714098
CL2	LOC101795838
PSMG1	PSMG1
PDHA2	PDHA1
PSME3	PSME3
RAB11B	RAB11B
GPM6A	GPM6A
RPS6KA5	RPS6KA5
GINS1	GINS1
FOXL2	FOXL2
HES5	HES5
TMEM18	TMEM18
UBE2N	UBE2N
NECAP2	NECAP2
PSMA2	PSMA2
RBM24	RBM24
ARL8A	ARL8A
SMYD5	SMYD5
SBF2	SBF2
LRP5	LRP5
MARCH5	MARCHF5
HSPD1	HSPD1
SELENOF	SELENOF
RNF166	RNF166
ASB8	ASB8
ASS1	ASS1
NSF	NSF
SELENOS	SELENOS
DNAJC18	DNAJC18
CD81	CD81
KCNA3	LOC119713956
DYNC1LI2	DYNC1LI2
CYB5B	CYB5B
APEH	LOC113845085
TWF2	TWF2
CLTB	CLTB
SPINK5	LOC101798824
THG1L	THG1L
NATD1	NATD1
PGP	PGP
PLK1	PLK1
UBE2H	UBE2H
TOR1A	LOC101804737
DOLPP1	DOLPP1
RASL10A	LOC101805201
H2AFJ	LOC101796281
C3AR1L	C3AR1
RPS11	RPS11
RPS3	RPS3
FABP3	FABP3
TMEM57	MACO1
PPT1	PPT1
KIF18B	KIF18B
RPL19	RPL19
MLX	MLX
MYO1G	MYO1G
FAM133B	FAM133B
DAP	DAP
PDCD2	PDCD2
RAB10	RAB10
CLIC2	LOC101804453
CHM	CHM
UPRT	UPRT
ADH4	LOC101793960
UBE2D3	UBE2D3
LCORL	LCORL
PDE3B	PDE3B
ORAOV1	LTO1
NRDC	NRDC
KLHL6	KLHL6
RNF7	RNF7
SARNP	SARNP
MORN4	MORN4
STK3	STK3
SNX27	SNX27
GRK2	GRK2
PSMD3	PSMD3
SRSF7L	LOC101797715
H2AFZ	H2AZ1
NOP56	NOP56
KNSTRN	KNSTRN
NARS	NARS1
PSMA5	PSMA5
SLC30A5	SLC30A5
GNAQ	LOC101794123
MAP1LC3B	MAP1LC3B
AVPR2	LOC101796234
HBE1	LOC113844783
ADSS2	ADSS2
CHMP6	CHMP6
SNX12	SNX12
UBE2K	UBE2K
OLFR4	LOC101791312
NPY4R	NPY4R2
PGAM1	PGAM1
ARPC5	ARPC5
NDUFV1	NDUFV1
CDK5RAP3	CDK5RAP3
GCC1	GCC1
PABPC1	PABPC1
MBLAC2	MBLAC2
CELA2A	LOC101794015
MORF4L2	MORF4L1
NPY7R	LOC101792344
TREM2	LOC101793441
FANCD2	FANCD2
ACP1	ACP1
FDFT1	FDFT1
TM9SF2L	LOC101794812
CAMK2D	CAMK2D
C2orf69	C7H2orf69
SIRT6	SIRT6
TMC2	TMC2
PRPF19	PRPF19
SMC5	SMC5
NOG2	LOC113845281
B4GALT7	B4GALT7
RASD1	RASD1
LBX2	LBX2
H1F0	H1-0
GADD45A	GADD45A
GNLY	LOC119715228
LOC693258	LOC113843330
SP5	SP5
ASF1A	ASF1A
SIX2	SIX2
MED22	MED22
CCLL4	LOC101800424
VIM	VIM
CX3CL1	LOC101795038
HMGN4	HMGN2
RPL37A	RPL37A
SUMO3	SUMO3
LLPH	LLPH
C20H20ORF24	RAB5IF
CD88	CD80
PPP6C	PPP6C
SUMO2	SUMO2
GOSR2	GOSR2
ENG	ENG
ARL1	ARL1
CALML3	LOC101805317
HBE	LOC101798290
F11R	F11R
SHFM1	SEM1
VIPR1	LOC101790354
MYL10	MYL10
ATP5I	ATP5ME
MT3	LOC113844859
IL4I1	IL4I1
TRIM7.2	LOC119712990
CYP21A1	CYP21A2
CENPA	CENPA
SNX24	SNX24
NEFM	NEFM
MCTS1	MCTS1
AQP12A	LOC101795100
VEGFA	VEGFA
AVPR1A	AVPR1A
RLN3	LOC113840336
GTF3A	GTF3A
COX15	COX15
DIO3	DIO3
GALR1	GALR1
C12orf73	UQCC6
CDK5	CDK5
LSM12	LSM12
CD14	CD14
PIP5K1A	LOC101796455
DD1CR	LOC101799912
C11orf96	C5H11orf96
AKAIN1	AKAIN1
PROKR1	LOC101790005
GAL	GAL
SLC22A4	LOC101799219
LAMP3	LAMP3
NGFR	NGFR
HYDIN	HYDIN
MED6	MED6
OPN5L2	LOC101790401
MZT1	MZT1
PRLL	LOC101793561
LOC422926	LOC113843439
COTL1	COTL1
PPIA	PPIA
GABRQ	LOC101802647
TBCA	TBCA
EIF1	EIF1
ACYP1	ACYP1
HTR1A	HTR1A
RPL29	RPL29
PTH2R	PTH1R
NDUFA12	NDUFA12
APEX1	APEX1
CSF1	CSF1
SQLE	SQLE
LOC427470	FAM240A
LOC770548	LOC113840355
SRSF3	SRSF3
CYP2D6	LOC101804496
BBLN	BBLN
PPDPF	PPDPF
GUCA2B	LOC101803958
CCM2	CCM2
PDHB	PDHB
PEBP1	PEBP1
SDSL	SDSL
CSTB	LOC101794964
ECHDC3	ECHDC3
FDX1	FDX1
NRN1	NRN1
RNP	LOC113839716
DPY30	DPY30
MBOAT4	MBOAT4
EXOC4	EXOC4
KCTD4	KCTD4
AHSA2	AHSA2P
MRPL53	MRPL53
FABP9	LOC101792815
UBE2W	UBE2W
IFITM5	IFITM5
GCHFR	GCHFR
UBE2D1	UBE2D1
TWISTNB	POLR1F
TOMM7	TOMM7
TSPAN8	TSPAN8
HAUS2	HAUS2
BET1	BET1
MAPKAPK5	MAPKAPK5
CDK2	CDK2
OC3	LOC101805222
SRRD	SRRD
BCL10	BCL10
TNNI3K	TNNI3K
ALDOC	ALDOC
TAF11	TAF11
NTSR1	NTSR1
ALDH4A1	ALDH4A1
CPA5	LOC101805302
NEMF	NEMF
ARL8BL	LOC101797519
ATP5J2	ATP5MF
SYF2	SYF2
EN2	EN2
UCKL1	UCKL1
DUSP28	DUSP28
C26H6ORF125	UQCC2
ITPA	ITPA
SMIM12	SMIM12
NACA	NACA
MRPL46	MRPL46
TUBAL3	TUBAL3
NTS	NTS
PNLIPRP1	LOC101802111
CA3A	LOC101801612
NCBP2	LOC101798009
TM6SF1	TM6SF1
POLR2H	POLR2H
ANAPC13	ANAPC13
ELP6	ELP6
SPIA4	LOC101803572
VPS29L	LOC119718506
GLTP	GLTP
MRPS14	MRPS14
GNAO1	GNAO1
ATP6V0B	ATP6V0B
C16orf87	C12H16orf87
ECI1	ECI1
CLDN2	CLDN2
LRRC73	LRRC73
ZBTB6	ZBTB6
UQCRHL	UQCRH
ATP6V1G1	ATP6V1G1
AMBP	AMBP
PERPA	LOC101797113
PERPB	PERP
COPS9	COPS9
RAB24	RAB24
PRRX1	PRRX1
MRPL33	MRPL33
DYNLT3	DYNLT3
RPL31	RPL31
ADAM20	LOC101795725
TAF9	TAF9B
LSM3	LSM3
SELENOH	SELENOH
NINJ1	NINJ1
RPS29	RPS29
PTPMT1	PTPMT1
GRP	GRP
ALYREF	ALYREF
CTRC	LOC101795575
CETN2	LOC101797893
MRPS21	MRPS21
LYRM2	LYRM2
CCDC58	MIX23
RBP5	RBP5
PLA2G5	LOC101794061
FBP1	LOC101802994
ATG3	ATG3
MMP10	LOC101794349
PCP4	PCP4
FBXL16	FBXL16
SMIM7	SMIM7
TMEM254	TMEM254
CLN5	CLN5
GATD3AL1	LOC101794770
NME4	LOC113845282
KTI12	KTI12
C15orf61	C11H15orf61
MARC1	MTARC2
TTC30B	LOC101792428
CLCN6	CLCN6
NPRL2	NPRL2
PHF13	PHF13
RPS27A	RPS27A
ALAD	ALAD
PCYT2	PCYT2
SIRT7	SIRT7
TMEM88B	TMEM278
PSMC5	PSMC5
PYCR1	PYCR1
MMP13	LOC101794528
GMPPB	GMPPB
IPPK	IPPK
SRA1	SRA1
SF3B5	SF3B5
PMAIP1	PMAIP1
DPH3P1	DPH3
NDUFA1	NDUFA1
APOC3	APOC3
C7orf73	STMP1
TOMM6	TOMM6
GNG5	GNG5
COX7B	COX7B
DYNLL2	DYNLL2
COX14	COX14
CCL19	CCL19
COX17	COX17
SPTSSA	SPTSSA
NDUFAF8	NDUFAF8
FXYD2	FXYD2
COA5	COA5
MRPL34	MRPL34
TIMM13	TIMM13
PIGY	PIGY
CENPX	CENPX
C8orf22	PPDPFL
ADIRF	LOC101796188
TIMM10	TIMM10
ZW10	ZW10
MIF	LOC101804212
RBM38	RBM38
TUBA5	LOC101797289
S100A12	LOC119713856
LTN1	LTN1
RPL11	RPL11
FZD5	FZD5
LOC420362	HSF1
ETFA	ETFA
C1orf43	C26H1orf43
LOC776816	ACTG1
Pou5f3	LOC106015462
CYP1C1	LOC101802395
OPN5L1	LOC101799898
AGO1	LOC101790610
P2RY14	P2RY14
HNRNPA1	HNRNPA1
KLF2	KLF2
CTSEAL	LOC101804173
LOC771085	LOC101798236
LOC771876	LOC106015064
SYNGR2	SYNGR2
TGFB1	TGFB1
UPF3B	UPF3B
FNDC5	FNDC5
LOC101752158	LOC101795552
LOC425969	LOC139999546
MMR1L4	LOC101801190
PADI2	LOC101794235
TMED7	TMED7
CCLI5	LOC110354301
SEC24A	SEC24A
MTTPL	LOC101805352
CYP2AB3	LOC101789912
CYP4A22	CYP4B1
AMDHD2	AMDHD2
CGN	CGN
CXCL13L3	LOC106018832
CXCL13L2	LOC101800964
CXCL13	LOC113843481
DDX41	DDX41
LOC107053353	IFITM2
LOC422993	IFITM1
LOC770612	LOC113843692
LOC107049570	LOC139999668
LOC101749834	LOC101805005
SAA	SAA2
TAF1	TAF1
CXCL12	CXCL12
MEAF6	MEAF6
USE1	USE1
SMIM13	SMIM13
CBFB	CBFB
SPI1	SPI1
CCDC94	YJU2
DGCR14	ESS2
PTK6	LOC101795926
PPP1R27	PPP1R27
ASCL2	ASCL2
SGPP1	SGPP1
LOXL4	LOXL4
CCDC86	CCDC86
SCAMP5	SCAMP5
C7H2ORF66	C7H2orf66
C27H17ORF105	CFAP97D1
FMR1NB	FMR1NB
DNASE1L2	LOC101803727
PROB1	PROB1
IL26	IL26
RBMX2	RBMX2
EIF3K	EIF3K
IGFBP3	IGFBP3
FOXC1	FOXC1
FAM175B	ABRAXAS2
NES	NES
POU3F1	POU3F1
FOXC2	FOXC2
GNOT2	LOC110353512
PPIB	PPIB
BHLHE22	BHLHE22
HN1L	JPT2
SRL	SRL
LSM8	LSM8
GARS	GARS1
GBX1	GBX1
TUBA8A	LOC101804607
UVSSA	UVSSA
LOC427882	LOC101804800
GLUD2	GLUD1
DDAH1	DDAH1
ENGASE	ENGASE
COL1A1	COL1A1
TUB4A	LOC101802038
CDC42SE1	CDC42SE1
TAS2R40	LOC101795902
SOX21	SOX21
WNT1	WNT1
SUFU	SUFU
DMP1	DMP1
CD248	CD93
SULT1C3	SULT1C4
CNGA3	CNGA3
LOC107055131	LOC119713870
NFIC	NFIC
DNASE1	LOC101803936
AAMP	AAMP
AvBD12	LOC140002271
LOC101749307	LOC113845763
CYB5R1	CYB5R3
LEF1	LEF1
BRD2	BRD2
NKX2-2	NKX2-2
VTG3	LOC101798264
CYP2AB1	LOC101790295
FZD10	FZD10
HK1	LOC101794107
LMO4	LMO4
DIO2	DIO2
QSOX1	QSOX1
LIMK1	LIMK1
SUMO1	SUMO1
EGR1	EGR1
HOXA13	HOXA13
S100A6	LOC119713854
IL2	IL-2
CHRNA7	CHRNA7
CKMT1B	CKMT1A
MYOG	MYOG
CDH7	LOC101798188
SOX3	LOC101802833
CLDN5	CLDN5
CLDN3	LOC101790278
HK2	LOC119713467
RPS17	RPS17
DCXR	DCXR
SLC25A6	SLC25A6
CRY2	CRY2
KCNIP2	KCNIP2
MIP	MIP
FABP4	LOC101792626
CAMK2A	CAMK2A
UFD1L	UFD1
GAPDH	GAPDH
SAP18	LOC119716050
IGFBP4	IGFBP4
GH	GH1
FTL	LOC101805444
RGS2	LOC101803809
TRAM1L1	TRAM1
BRS3	BRS3
ASCL1	ASCL1
FMN1	LOC101793866
COL2A1	COL2A1
CHIA	LOC101793957
SST7	CORT
IL17A	IL17A
SOX4	SOX4
LOC395159	LOC101801254
RGS9BP	RGS9BP
SLC35B1	SLC35B1
SH3GL2	SH3GL2
SPP1	SPP1
RARA	RARA
ORM1	LOC139999029
KCNT1	KCNT1
FKBP1B	FKBP1B
CPA1	LOC101789381
ID1	ID1
F2	F2
CENPH	CENPH
IL6	IL6
AKR1B10	LOC101804508
ADCY6	ADCY5
LBFABP	LOC101793493
FSTL1	FSTL1
FKBP3	FKBP3
CD40	CD40
MMP9	MMP9
CDX1	CDX1
HINT2	HINT1
CHURC1	CHURC1
CXCL14	CXCL14
POLR2F	POLR2F
HDAC3	HDAC3
POU4F1L	LOC101805050
OLFM1	OLFM1
VSX2	VSX2
FRZB	FRZB
SFRP2	SFRP2
LY6E	LOC101791980
CCL1	LOC113845625
PPY	LOC119714044
AMT	AMT
SOUL	LOC101804844
VAX1	VAX1
DLX3	DLX3
HBEGF	HBEGF
PGA5	LOC101790624
MTPN	MTPN
KCNAB1	KCNAB1
RHOB	LOC101798976
HOXB8	HOXB8
KRT7	LOC101797203
APOA4	LOC101797331
TCF15	TCF15
RFNG	RFNG
LFNG	LFNG
FOXD3	FOXD3
FOXD2	FOXD2
IHH	IHH
SLC11A1	SLC11A1
VDHAP	LOC101793730
WNT9A	WNT9A
PGK2	PGK1
MIXL1	MIXL1
AvBD1	LOC139998574
MMP27	LOC101794181
IL8L1	LOC101803817
F10	F10
NKX2-3	NKX2-3
EFNB1	EFNB1
TGFBI	TGFBI
DGCR6	LOC101789900
MGP	MGP
PGA3	LOC119713991
SOD1	SOD1
GBX2	GBX2
RPS4Y1	LOC101794462
NKX2-6	NKX2-6
CYP1A1	LOC101790812
IFNG	IFNG
HOXA2	HOXA2
OVAL	OVAL
NR2E1	NR2E1
ACTG2	ACTG2
AVP	LOC113843450
SOX2	SOX2
FOXD1	FOXD1
CHRNA8	LOC101793841
CSRP2	CSRP2
GDF3	GDF1
RPS6	RPS6
OVST	LOC101801176
LRP1	LRP1
GABRE	LOC101802277
CD8BP	CD8B
SNRPE	SNRPE
HHEX	HHEX
NPM1	NPM1
LYZ	LYZ
LMNA	LMNA
HSPB1	HSPB1
TF	LOC101795303
COL9A3	COL9A3
RPLP1	RPLP1
TTR	TTR
SST1	SST
RPL27	RPL27
PNAT10	LOC139998539
COL6A2	COL6A2
BTG1	BTG1
LMX1B	LMX1B
GPR50	GPR50
NCS1	NCS1
CCND1	CCND1
SOHO1	LOC113843416
MAP2K2	MAP2K2
OPNP	LOC101791202
EXFABP	LOC101800358
GDF2	GDF2
TUBA8B	LOC101804425
TNNC2	TNNC2
TXN	LOC101804092
RPS15	RPS15
HBBA	LOC113839608
OPN1MSW	LOC101791298
IL8L2	IL8
CD3D	CD3D
ACTB	ACTB
HMX1	LOC113843417
ADAM20L	LOC119718500
SLC18A3	SLC18A3
TNMD	TNMD
MID1IP1	MID1IP1
TUBB2A	LOC101802187
LOC768589	LOC106017805
C11orf91	C5H11orf91
FAM155A	NALF1
TAAR5	LOC101789807
LOC112529929	LOC101799764
FOXL1	FOXL1
PRPF38B	PRPF38B
AADACL4B	LOC101794553
LYPD2	LOC101791268
SS18L2	SS18L2
LOC768760	LOC101801690
OR10A4	LOC101801574
HARS2	LOC101801182
GPR183	LOC101805205
GPR22	GPR22
STX12	STX12
MRPL27	MRPL27
PABPN1L	PABPN1L
MRPL12	MRPL12
ANGPTL4	ANGPTL4
CYSRT1	LOC101789713
C15orf62	C5H15orf62
TYSND1	TYSND1
MOCS3	MOCS3
LOC770271	LOC140002047
FAM83C	FAM83C
UTP4	UTP4
SNTB2	SNTB2
SLC37A4	SLC37A4
C4orf45	SPMIP2
APH1AL	LOC119714472
RGS5	LOC101803604
CA9	LOC113840251
HOGA1	HOGA1
ARRDC2	ARRDC2
DHX33	DHX33
DYL2	LOC113839606
LOC771069	LOC101798590
MRPS15	MRPS15
SMDT1	SMDT1
LOC107055286	HOXB9
FAM124A	FAM124A
LOC770450	SPINK9
TMPRSS4	TMPRSS4
LOC770492	LOC101802900
AGPAT1	LOC101801127
R3HDM4	R3HDM4
KCTD8	KCTD8
LOC772080	LOC101794169
FAM134C	RETREG3
COA3	COA3
LHFPL4	LHFPL4
CXorf40B	LOC101805009
PRR33	PRR33
MAPK13	MAPK13
FAM166A	CIMIP2A
PDX1	PDX1
THL	LOC101794316
RAB7B	RAB7B
ERMN	ERMN
XKR7	XKR7
GJA10	GJA10
C1orf74	C27H1orf74
KRT10	LOC101795494
LOC771994	LOC113845720
KCNK16	LOC101793779
TMEM158	TMEM158
TBX2	TBX2
ADSS1	ADSS1
RHOD	RHOD
HDGF	HDGF
SCO2	SCO2
CCDC3	CCDC3
SHISA8	SHISA8
GK2	GK
PCDH9	PCDH9
TMEM135	TMEM135
C5orf49	CFAP90
CA13	LOC101801043
CHRAC1	CHRAC1
RRP36	RRP36
LOC421285	LOC101801453
SRSF7	LOC101798617
LOC100858777	LOC101798873
FAM162B	FAM162B
ENPP3	LOC101800542
POU3F4	POU3F4
RPL36A	RPL36A
ZAR1	ZAR1
NEUROG3	NEUROG3
FFAR4	FFAR4
LOC100858647	LOC101795539
LYPD1	LYPD1
FEV	FEV
DM5L	LOC101791690
ALPI	LOC101804897
HSPB7L	LOC119717721
SLC12A9	SLC12A9
IL34	IL34
TMEM115	TMEM115
NTN4L	LOC101795858
CADPS	CADPS
MZB1	MZB1
CYP2W1	LOC101804267
LOC100857467	LOC101798415
LOC100858984	LOC101791482
CHCHD10	CHCHD10
HS3ST3B1L	LOC101793969
VPS37D	VPS37D
DNAJC30	DNAJC30
CLDN4	LOC101802851
ERGIC3	ERGIC3
CAMK2N1	CAMK2N1
SNAPIN	SNAPIN
CELF3	LOC119713779
PIM1	PIM1
PHLDA3	PHLDA3
CISD3	CISD3
RDH8L1	RDH8
VPS25	VPS25
LOC772158	LOC119714097
CFD	CFD
RORBL	LOC101791228
LRG1	LRG1
LOC100859284	LOC119714554
SPAG8	SPAG8
OTP	OTP
ENDOU	ENDOU
LOC100858962	LOC119715362
APOA2	APOA2
PFDN5	PFDN5
ANAPC15	ANAPC15
PLVAP	PLVAP
TMEM101	TMEM101
LOC101750445	LOC113845326
DDX51	DDX51
LOC101752166	LOC113845350
C21orf140	C1H21orf140
MARK1	MARK1
BATF3	BATF3
SMOC2	SMOC2
ZFYVE28	ZFYVE28
ADRA1D	ADRA1D
LOC100859381	LOC113842443
PRKACB	PRKACB
INSL5	INSL5
LOC101748543	LOC140003077
COL4A3BP	CERT1
OR9Q1	LOC101796225
UTS2RL	LOC101798852
LOC101748011	LOC140001519
LOC101748456	LOC113840282
LOC101748311	C1H13orf42
RFXAP	RFXAP
LOC101747503	LOC101791999
OMP	OMP
OR52B2	LOC101798339
LOC101748683	LOC101798708
LOC428119	LOC101796047
TPBGL	TPBGL
SKAP2	SKAP2
PRR15	PRR15
VOPP1	VOPP1
LRRC30	LRRC30
LOC101747868	LOC101791099
LOC101747995	LOC140001800
THBD	THBD
ANKRD9L	LOC101800374
LRCH2	LRCH2
LOC101750517	LOC101798971
LOC101750621	LOC110351193
ATOH1	ATOH1
SEPTIN11	SEPTIN11
LRRC10B	LRRC10B
LOC101747931	LOC101801805
TMEM87B	TMEM87A
ACOT6	LOC101796891
ALDH6A1	ALDH6A1
UNC79	UNC79
MSMB	LOC101795347
LOC423967	C6H10orf143
COL5A2	COL5A2
TSSK6	TSSK6
PHOSPHO2	PHOSPHO2
C2orf72	C9H2orf72
KBTBD13	KBTBD13
ANP32A	ANP32A
CAPNS2	CAPNS2
LOC101749275	LOC101798867
FAM19A1	TAFA1
LOC416197	LOC101796765
ARSI	ARSI
LOC427665	LOC101802461
NDUFAB1	NDUFAB1
LOC101751902	LOC101799516
LCN15	LOC101800226
LOC417291	LOC139999037
LOC101748328	LOC119713077
LRRC26	LRRC26
PKN3	PKN3
PHYHD1	PHYHD1
RPTOR	RPTOR
ABR	ABR
LOC101749175	LHFPL7
USP6	USP32
LOC428144	LOC101791646
FAM43B	FAM43B
DDI2	DDI2
NKX3-1	NKX3-1
LOC770277	LOC119713451
FAM229A	FAM229A
H2AFX	H2AX
COLCA2	POU2AF3
CLDN25	CLDN25
LOC428244	LOC101802711
S100A4	LOC119713864
LOC101747386	LOC119713855
ACKR1	ACKR1
SMIM24	SMIM24
ZNRF4	LOC101799517
GAS1	GAS1
LOC101748661	LOC110352202
GCAT	GCAT
EXOSC5	EXOSC5
INHBE	LOC113839982
BLOC1S1	BLOC1S1
LOC107049250	LOC101803850
C1QL4	C1QL4
PPP1CA	PPP1CA
TGOLN2	TGOLN2
ADRA2B	ADRA2B
LOC101749299	LOC119716777
INO80B	INO80B
WBP1	WBP1
PCGF1	PCGF1
LOC107049500	PEX19
RND1	RND1
EGR3	EGR3
CIAO1	CIAO1
LOC107049543	PURB
LOC107049545	COX5B
GLTSCR2	NOP53
ATP5SL	DMAC2
AP2S1	AP2S1
SLITRK1	SLITRK1
RBM8A	RBM8A
HS6ST3	HS6ST3
ZIC5	ZIC5
ZIC2	ZIC2
LOC107051419	AMIGO1
PRODH	PRODH
MSI1	MSI1
GRK3	GRK3
SIIL	LOC101802279
BRD9	BRD9
TMEM14C	LOC119716127
PRSS12	PRSS12
SPINK2	SPINK2
SCD5	SCD5
SAP30	SAP30
TMX1	TMX1
LOC107051813	LOC106016377
LOC107051846	IRS1
PTTG1IP	PTTG1IP
FBXO45	FBXO45
C3orf70	C9H3orf70
KCTD12	KCTD12
POU4F1	POU4F1
CZH18ORF25	ARK2N
XG	LOC101797213
NIPA1	NIPA1
SOWAHC	SOWAHC
LOC428702	LOC101799667
PCDH11X	PCDH11X
STEEP1	STEEP1
LOC423693	LOC101794908
ZP3L2	LOC101796367
SNX33	SNX33
MUC1	LOC101789401
THAP11	THAP11
LOC101751691	LOC110354736
PDPR	PDPR
ZNRF1	ZNRF1
MEGF9	MEGF9
IER5L	IER5L
NTNG2	NTNG2
LHX6	LHX6
ARPC5L	ARPC5L
TTYH1	TTYH2
ADAMTS4	ADAMTS4
NDUFS2	NDUFS2
IFNKL1	LOC101798847
LOC100857745	TMEM271
